title,author,first_publish_year,edition_count,subject,subject_people,subject_places,subject_times,language,series,number_of_pages_median,publisher,publish_place,ratings_count,ratings_average
Voyage au Centre de la Terre,Jules Verne,1867.0,205,"Fiction, Science fiction, Imaginary Voyages, Imaginary voyages in fiction, Explorers in fiction, Explorers, Cartoons and comics, Adventure and adventurers, Adventure and adventurers in fiction, French Science fiction, Voyages and travels, Earth in fiction, Core, Juvenile fiction, Voyages and travels in fiction, Ciencia-ficción, Earth, Vietnamese language books, Classic Literature, Thriller, Fiction, science fiction, action & adventure, Lidenbrock, professor (fictitious character), fiction, Fiction, science fiction, general, Large type books, Planets, Geology, Internal structure, Fantasy fiction, Adventure stories, Volcanoes, Leprosy, Patients, French fiction, Professor Lidenbrook (Fictitious character), Children's fiction, Adventure and adventurers, fiction, Volcanoes, fiction, Fiction, action & adventure, Illustraties, Frans, Viajes, Núcleo, Adventures and adventurers, Aventuras, Tierra, Ficción, Earth (Planet) -- Core -- Fiction, Voyages, Imaginary -- Fiction, Long Now Manual for Civilization","Professor Otto Lidenbrock, Professor Hardwigg","Iceland, Snæfelljökull",19th century,"cze, heb, spa, ita, vie, por, chi, eng, mac, fre",Great illustrated classics,244.0,J. Hetzel,Paris,75,3.986666666666667
Harry Potter and the Order of the Phoenix,J. K. Rowling,2003.0,226,"Children's Books/Ages 9-12 Fiction, Witches and warlocks, Juvenile audience, Juvenile works, Magic, Fantasy fiction, Juvenile fiction, Fiction, Fantasy, Friendship, Children's stories, Juvenile literature, Magia, Novela juvenil, Traducciones al español, Escuelas, Novela inglesa, Romans, nouvelles, etc. pour la jeunesse, Magiciens, Magic in fiction, England in fiction, Schools in fiction, Écoles, Schools, Sorcières, Wizards in fiction, Translations from English, Coming of age, New York Times bestseller, Open Library Staff Picks, nyt:series_books=2006-09-16, School stories, Family, Orphans & Foster Homes, Social Themes, Fantasy & Magic, Boarding schools, Magie, {acute}Ecoles, Sorciaeres, Roman pour la jeunesse, Romans, Witches, Sorciers, Potter, Harry (Personnage fictif), Hogwarts School of Witchcraft and Wizardry (Imaginary place), Harry Potter (Fictitious character), Potter, Harry (Fictitious character), English Fantasy fiction, Hogwarts School of Witchcraft and Wizardry (Imaginary organization), Arabic language materials, Magos, Ficción juvenil, Novela fantástica, England, Wizards, Witchcraft, Severus Snape (Fictitious character), Reading Level-Grade 11, Reading Level-Grade 12, Lebensrettung, Conduct of life, Internat, Junge, Weissagung, Existenzkampf, Fabeltiere, Boarding school students, Military aspects, Parapsychology, Das Böse, Magier, Lebensgefahr, Schüler, Freundschaft, Rollentausch, Jugendgruppe, Youth, Telepathie, Das Gute, Dueling, Teacher-student relationships, Außenseiter, Imaginärer Schauplatz, Hate, Potter, harry (fictitious character), fiction, Hogwarts school of witchcraft and wizardry (imaginary organization), fiction, Wizards, fiction, Children's fiction, Magic, fiction, Schools, fiction, England, fiction, English literature, Hermione Granger (Fictitious character), Ron Weasley (Fictitious character), Schools - Fiction, Coming of age - Fiction, Magic - Fiction, Fiction, fantasy, general, Adventure and adventurers, fiction, Friendship, fiction, Poudlard (Organisation imaginaire), Spanish language, Reading materials, Romans, nouvelles, Hogwarts Schools of Witchcraft and Wizardry (Imaginary Place), Eventyrlige fortællinger, Troldmænd, Magi","Harry Potter, Albus Dumbledore, Hagrid, Ron Weasley, Hermione Granger, Lord Voldemort, Severus Snape, Dudley Dursley, Hermine Granger, Ron Weasly, Harry Potter (Fictitious character), Hermione Granger (Fictitious character), Ron Weasley (Fictitious character)","England, Hogwarts Schools of Witchcraft and Wizardry, Grimmauld Place, Privet Drive, Angleterre",,"swe, eng, dut, ger, chi, hin, per, jpn, hrv, ukr, tha, cat, ita, hun, fre, lit, vie, ara, ben, kor, tur, bul, heb, dan, rus, spa, arm, cze, por, pol",Harry Potter #5,870.0,Bloomsbury Publishing Plc,"New York, USA",299,4.214046822742475
The Pearl,John Steinbeck,1945.0,143,"American fiction (fictional works by one author), Open Library Staff Picks, Avaricia, Buceadores de perlas, Family, Fishers, Men, Fiction, Parábolas, Avarice, Pearl divers, Parables, Pearls, Ficción, Greed, Historical Fiction, Good and evil, Human behaviour, Mexico, fiction, American literature, Fiction, general, Perlas, Novela, Reading (Elementary), Children's literature, Study and teaching, Children, Books and reading, South america, fiction, Fiction, thrillers, suspense, Wealth, Fiction & literature classics, American fiction, World literature, Fiction subjects, Peoples & cultures - fiction, Littérature américaine, Romans, nouvelles",,"Mexico, México",,"kor, cat, heb, bre, ind, nor, per, pus, tur, fre, tib, swe, ice, dan, alb, dut, spa, cpf, fin, eng, ger",Aula de literatura No. 18,118.0,Penguin Books,"New York, New York",50,3.58
The Silver Chair,C.S. Lewis,1953.0,141,"Fiction, Juvenile Fiction, Science Fiction & Fantasy, Children: Grades 2-3, Imaginary Voyages, Magic, Princes, Fantasy fiction, Children's stories, English, Captives, Good and evil, Brujas, Viajes, Voyages and travels, Novela fantástica, Adventure fiction, Witches, Novela juvenil, Bien y mal, Spanish language, Príncipes, Fantasy, Narnia (imaginary place), fiction, Children's fiction, Child and youth fiction, Princesses, fiction, Adventure and adventurers, fiction, Fiction, fantasy, general, Narnia (Imaginary place), Juvenile fiction","Eustace Scrubb, Jill Pole, Aslan the Lion, Prince Rilian of Narnia, King Caspian, Trumpkin the Dwarf, Glimfeather the Owl, Puddleglum, Lady of the Green Kirtle","Narnia, Cair Paravel",,"ger, pol, swe, spa, vie, chi, ita, jpn, eng",Chronicles of Narnia (4),217.0,Macmillan,New York,31,4.0
Pollyanna,"Eleanor Hodgman Porter, Porter, Neil Reed, Lee Giles",1912.0,552,"Aunts, Cheerfulness, Classic Literature, Conduct of life, Family, Fiction, History, Interpersonal relations, Juvenile Literature, Juvenile fiction, Orphans, Vermont, Families, Children: Grades 3-4, Large type books, Children's fiction, Orphans, fiction, Conduct of life, fiction, Family life, fiction, Fiction, historical, general, Vermont, fiction, Short stories, Emotions, fiction, American fiction, Fiction, general, Fiction, historical, Interpersonal relations, fiction, JUVENILE FICTION / Classics, Orphans -- Juvenile fiction, Aunts -- Juvenile fiction, Cheerfulness -- Juvenile fiction, Orphans -- Fiction, Aunts -- Fiction, Cheerfulness -- Fiction, Conduct of life -- Fiction, Interpersonal relations -- Fiction, Vermont -- Fiction, Family, fiction, Conduct of life -- Juvenile fiction, Interpersonal relations -- Juvenile fiction, Vermont -- History -- 20th century -- Juvenile fiction, Adventure and adventurers, fiction, Girls, fiction",,Vermont,20th century,"rus, eng, chi, tur, jpn, pol, heb",Shi jie wen xue ming zhu,169.0,The Page Co.,,21,3.8095238095238093
The Daughter of Time,Josephine Tey,1951.0,129,"Alan Grant (Fictitious character), Fiction, Police, Kings and rulers, History, Juvenile fiction, Hospitals, Polia, Large type books, Detective and mystery stories, Libel and slander, Cold cases (Criminal investigation), England, fiction, Fiction, mystery & detective, historical, Grant, alan, inspector (fictitious character), fiction, Great britain, fiction, Fiction, mystery & detective, general","Richard III King of England, Richard III King of England (1452-1485), Richard III King of England (1421-1485), King of England, 1452-1485 Richard III","Great Britain, England","Richard III, 1483-1485","ger, heb, fre, eng, jpn, und",Sifriyat ʻaḳrab,207.0,Macmillan,New York,9,3.4444444444444446
'Salem’s Lot,Stephen King,1975.0,105,"Catholic Church, arson, Great Depression, hitmen, Horror fiction, City and town life, Cuentos de terror, Fiction, Vampires, Adapted for Television, horror tales, Reading Level-Grade 9, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Authors, Fiction, occult & supernatural, Fiction, horror, Authors, fiction, Large type books, Vampires, fiction, New england, fiction, Maine, fiction, Écrivains, Romans, nouvelles, Polish language materials, Literatura grozy amerykańska, Tłumaczenia polskie, Powieść amerykańska, American Horror tales, crucifixes, rosaries, devotional medals, Douay–Rheims Bible, myocardial infarction, short stories, manservants, Puritans, Madonna and Child, inverted crosses, runes, De Vermis Mysteriis, occult, rail fence ciphers, bastards, suicide, inbreeding, witchcraft, cults, eastern whip-poor-wills, nosferatu, undead, Vampires -- Fiction., City and town life -- Fiction., Maine -- Fiction.","Chopper, Doc, Evvie, Horris, Jerusalem, Kali, Roddy, Shirley, Toni, Wolfman Jack, Edward Albee, Sherwood Anderson, Fred Astaire, John Bannock, Davie Barclay, Kurt Barlow, Buddy Bascomb, Bergeron, Raymond Bissonette, Derek Boddin, Franklin Boddin, Marie Boddin, Richie Boddin, Bowie, Claude Bowie, Sandy Bowie, George Boyer, Kurt Breichen, Corey Bryant, Pete Bryant, Matthew Burke, Pearl Ann Butts, Frank Buzzey, Donald Callahan, Brad Campion, Carlyle, Carty, George Washington Carver, Mrs. Cobham, Ben Cody, Jimmy Cody, Fiona Coggins, Gary Coleman, Miss Coogan, Pete Cook, Minella Corey, Aggie Corliss, Clyde Corliss, Sheldon Corson, Ed Craig, Albie Crane, Joe Crane, Lawrence Crockett, Mrs. Crockett, Ruthie Crockett, Milt Crossen, Dick Curless, Rhoda Curless, Kenny Danles, Mrs. Danles, Pauline Dickens, James Dickey, LaVerne Dube, Durham, Harriet Durham, Lester Durham, David Evans, Mrs. Evans, Dave Felson, Mr. Flip, Carl Foreman, Debbie Forester, Nolly Gardner, Andy Garvey, Marvin Gaye, Mr. Gendron, Parkins Gillespie, Gliccoucchi, Anthony H. Glick, Daniel Francis Glick, Marjorie Glick, Ralphie Glick, George M. Gorby, Gracon, Maury Green, Rachel Green, Bob Greenberg, Sally Greer, Mary Kat Griegson, Babs Griffine, Charles Griffen, Dough Griffen, John Groggins, Tom Hanrahan, Nathaniel Hawthorne, Audrey Hersey, Gertrude Hersey, Jackson Hersey, Miss Holcomb, Daniel Holloway, Holloway Family, Buddy Holly, Arthur Holmwood, Hooker, Harry Houdini, Hume, Shirley Jackson, Audie James, Charles James, Elias Jointer, John Kelly, Frank Kilby, Horace Kilby, Jerry Klingfield, Peter Kurtin, Mr. Labree, Christopher Lee, John Lewis, H.P. Lovecraft, Lubert, Delbert Markey, Peter Marshall, Birdie Marsten, Hubert Barclay Marsten, Buddy Mayberry, Doug Mayberry, Glynnis Mayberry, Paul Mayberry, Homer McCaslin, Mrs. McCaslin, Randall McDougall, Royce McDougall, Sandy McDougall, Peter McFee, Travis McGee, Larry McLeod, Mears, Bejamin Mears, Miranda Mears, Mr. Mephisto, George Middler, Pat Middler, Eva Miller, Ralph Miller, Mabe Mullican, Jesus de la rey Munoz, Brenton Norbert, Ann Norton, Susan Norton, William Norton, Freddy Overlock, Judy Overlock Patterson, Mr. Perkins, Hank Peters, Henry Petrie, Mike Philbrook, Gordon PHilips, Dr. Plowman, Edgar Allan Poe (1809-1849), Potter, Romeo Poulin, David Prine, Amanda Pritchett, Charles V. Pritchett, Upton Pruitt, Elsie Purinton, Irwin Purinton, The Rangers, Tommy Rathburn, Virgil Rathburn, Harold Rauberson, Amy Rawcliffe, Dr. Reardon, Charlie Rhodes, David Rice, Edward Robinson, Ginger Rodgers, Mr. Rodin, Dud Rogers, Billy Royko, Michael Corey Ryerson, Jonas Salk, Bonnie Sawyer, Reg Sawyer, Lester Silvius, Jumpin' Simons, Coretta Simons, Billy Smith, Carl Smith, Jim Smith, Mrs. Smith, John Snow, Royal Snow, Mr. Spencer, Loretta Starcher, Wallace Stevens, Cynthia Stowens, Richard Throckett, Mickey Sylvester, Jackie Talbot, Maureen Talbot, Charles Tanner, Brent Tenny, Bob Thomas, Floyd Tibbits, Elaine Tremont, Vic Upshaw, Vinnie Upshaw, Van Helsing, Norris Varney, Grover Verrill, Frank Vickery, Francis Walsh, Jim Webber, Marcus Welby, Mabel Werts, Gahan Wilson, Thomas Wolfe, Henry Wordsworth, Booth, Herb Tooklander, Gerard Lumley, Bones, Charles Boone, Calvin McCann, Robert Boone, Marcella Boone, Randolph Boone, James Boone, Worm","Maine, U.S.A., Jerusalem's Lot, Marsten House, Austria, Mexico, Falmouth, Chapelwaite, Preacher's Corners, Cumberland County","1970s, 1850, 1789","pol, spa, ita, por, rus, eng, ger, tur, fre",Heyne-Bücher / 1 / Heyne allgemeine Reihe ; Nr. 8513 : Heyne Top ten,488.0,"Doubleday & Company, Inc.","Garden City, N.Y",92,4.0
El amor en los tiempos del cólera,Gabriel García Márquez,1985.0,127,"Vida familiar, Family life, Historias de amor, Love stories, Ficció histórica, Historical fiction, Novels, Novela, Courtship, Translations into English, Colombian fiction, Spanish fiction, Cuentos del amor, Reading Group Guide, Romance fiction, Novela española, Romance-language fiction, Spanish language materials, Amor no correspondido, Man-woman relationships, fiction, Cortejo amoroso, Relaciones hombre-mujer, Unrequited love, Ficción, Translations into Russian, Latin American fiction, Chang pian xiao shuo, First loves, Spanish-American literature, Spanish literature, Translations from Spanish, Oprah's Reading Book Club selection, Histoires d'amour, Romans, Nouvelles, Movie novels, Fiction (fictional works by one author), Colombia, fiction, Romance, Large type books, Romance literature, Materiales en español, Spanish language, Reading materials, Spanish imprints, Fiction",,"Colombia, Colombie",,"fre, ger, pol, spa, gre, vie, chi, por, ita, rus, jpn, eng, cze",Narrativa Mondadori,451.0,Bruguera,Barcelona,56,4.178571428571429
Demian,Hermann Hesse,1919.0,131,"Teenage boys, Translations into English, Bildungsromans, Fiction, German fiction, Germany, Bildungsroman, Social conditions, Translations into Portuguese, Portuguese fiction, Translations from German, Continental european fiction (fictional works by one author), Young men, German language materials, Fiction, coming of age, Germany, fiction, Youth, Fiction, general, Friendship -- Fiction, Interpersonal relations -- Fiction, Friendship, Interpersonal relations, Germany -- Social conditions -- 1918-1933 -- Fiction, Germany -- Social conditions -- 1918-1933",,Germany,"1918-1933, 20th century","eng, ger, chi, ita, spa, epo, kor, fre, per, por, ukr, cat",El libro de bolsillo No. 138 (Literatura),185.0,S. Fischer,"Berlin, Deutschland",50,4.16
Pippi Långstrump,Astrid Lindgren,1945.0,116,"Internet Archive Wishlist, Humorous stories, Adapted for Television, Friendship, Juvenile fiction, TV Movies, Cheerfulness, Films, Orphans, Fiction, Juvenile literature, ABC Weekend Specials, Pippi Longstocking (Fictitious character), Conduct of life, Human-animal relationships, Girls, Translations into Portuguese, Children's stories, Children's literature, Swedish, Sweden, Wit and humor, Adventure stories, Longstocking, pippi (fictitious character), fiction, Children's fiction, Adventure and adventurers, fiction, Girls, fiction, Women, fiction, Children's stories, Swedish, Translations into English, Sweden, fiction, Monkeys, fiction, Horses, fiction, Kinderbuch ab 5 Jahren, Anthologie, Mädchen, stark, mutig, frech, lustig, Geschichten","Pippi Långstrump, Tommy, Annika, Pippi Longstocking","Sweden, Villa Villekulla, Schweden, Villa Kunterbunt",,"dan, wel, rum, hin, pol, jpn, eng, ita, inc, fre, cpf, rus, swe, ger, chi, spa, por","Pippi Longstocking, #1",158.0,Oxford University Press,"London, England",24,3.625
